Sensor 1,Sensor 3,Sensor 4,Sensor 7,Sensor 9,Sensor 3 Missing,Mode 1,Mode 2,Mode 3,Mode ?,Temperature,Humidity,Wind level > 0,Wind level > 1,Wind level > 2,M1,M2,M3,Label
-0.3312828290532179,0.6815062494839914,0.5689543397077357,0.2244216905333691,-0.4475879738467566,0,0,0,1,0,1.2286257772936364,1.188447876176108,0,0,0,-1.4602960779106446,2.1958245889290815,-0.265991839395213,P
-1.0082626479005703,1.405003753031609,1.036206349655691,1.3566942350497482,0.9457037564514931,0,0,1,0,0,1.4328886606327254,1.5800716825827945,1,0,0,-1.4602960779106446,2.1958245889290815,-0.265991839395213,P
-2.5263584359924893,1.3096516415715769,0.6738325118074604,1.0439075640761746,0.028896964503660607,0,1,0,0,0,1.4328886606327254,1.5800716825827945,1,0,0,-1.4602960779106446,2.1958245889290815,-0.265991839395213,N
-0.9204943562963429,-0.3091155788655437,-0.5033196067463342,0.3377499132358491,0.3610348208568249,0,0,0,1,0,1.4328886606327254,1.5800716825827945,1,0,0,-1.4602960779106446,2.1958245889290815,-0.265991839395213,N
-0.1424288561760074,-1.3541702424091053,-1.2815227348502218,-0.5129428656282816,0.9332018870710667,0,0,0,0,1,1.4328886606327254,1.5800716825827945,1,0,0,-1.4602960779106446,2.1958245889290815,-0.265991839395213,N
1.0820008806946917,-0.6214764353162554,-0.24239656443119376,-1.7195825741406783,-1.5223478059768807,0,1,0,0,0,1.4328886606327254,1.5800716825827945,1,0,0,-1.4602960779106446,2.1958245889290815,-0.265991839395213,N
2.6634790003080804,2.8247974594287476e-16,1.4933620701271069,1.1379490994259862,0.3392097036476283,1,1,0,0,0,1.4328886606327254,1.5800716825827945,1,0,0,-1.4602960779106446,2.1958245889290815,-0.265991839395213,P
1.3165677700077747,-1.8284963643307575,-1.3068845915572558,-2.263823694225443,-0.17569053912187124,0,0,0,1,0,1.4328886606327254,1.5800716825827945,1,0,0,-1.4602960779106446,2.1958245889290815,-0.265991839395213,L
0.5987141302924383,1.140307757164942,1.3137665835689731,-1.2913555363705835,0.8278715113727124,0,1,0,0,0,1.4328886606327254,1.5800716825827945,1,0,0,-1.4602960779106446,2.1958245889290815,-0.265991839395213,P
0.620670383538275,2.3061254780425253,2.2525522274631085,0.9198751920239522,-0.040601401213913674,0,0,0,0,1,1.4328886606327254,1.5800716825827945,1,0,0,-1.4602960779106446,2.1958245889290815,-0.265991839395213,P
